state,state_case,person_num,age,sex,injury_severity,alc_involved,alc_test_result,drugs,drug_num,doa,state_name,drug_desc,year
1,10073,2,20,2,4,8,96,8,0,7,AL,Not Reported,2012
1,10073,1,24,1,0,9,96,9,0,0,AL,Not Reported,2012
1,10073,2,22,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10073,3,18,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10074,1,22,1,0,0,0,9,1,0,AL,No Drugs,2012
1,10074,1,76,1,4,0,0,0,1,7,AL,No Drugs,2012
1,10074,1,43,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10074,2,998,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10074,3,998,2,0,8,96,8,0,0,AL,Not Reported,2012
1,10075,1,22,1,4,1,96,1,0,0,AL,Not Reported,2012
1,10075,1,40,1,2,1,2,0,0,0,AL,Not Reported,2012
1,10075,2,59,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10075,1,53,2,2,0,96,0,0,0,AL,Not Reported,2012
1,10075,2,14,2,2,8,96,8,0,0,AL,Not Reported,2012
1,10076,1,24,1,4,9,13,9,1,7,AL,No Drugs,2012
1,10077,1,46,2,3,9,97,9,997,0,AL,Invalid Id,2012
1,10077,2,42,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10077,3,999,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10077,4,6,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10077,5,50,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10078,1,57,2,4,0,0,0,1,7,AL,No Drugs,2012
1,10078,2,86,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10078,1,46,1,3,0,96,0,0,0,AL,Not Reported,2012
1,10079,1,58,1,4,0,96,0,0,0,AL,Not Reported,2012
1,10079,1,33,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10080,1,18,1,3,0,97,0,997,0,AL,Invalid Id,2012
1,10080,2,18,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10080,1,16,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10080,1,18,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10080,2,19,2,0,8,96,8,0,0,AL,Not Reported,2012
1,10081,1,31,1,4,1,20,0,1,7,AL,No Drugs,2012
1,10081,1,31,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10082,1,27,1,4,9,96,9,0,7,AL,Not Reported,2012
1,10083,1,69,2,4,9,0,9,1,0,AL,No Drugs,2012
1,10084,1,22,2,4,0,96,0,0,7,AL,Not Reported,2012
1,10084,2,34,1,3,0,96,0,0,0,AL,Not Reported,2012
1,10084,3,48,1,3,0,96,0,0,0,AL,Not Reported,2012
1,10084,1,33,2,2,0,96,0,0,0,AL,Not Reported,2012
1,10085,1,91,2,4,0,96,0,0,0,AL,Not Reported,2012
1,10085,1,23,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10086,1,30,1,4,0,96,0,0,0,AL,Not Reported,2012
1,10086,1,52,1,3,0,96,0,0,0,AL,Not Reported,2012
1,10087,1,44,2,4,0,96,0,0,0,AL,Not Reported,2012
1,10088,1,50,1,4,9,0,9,407,7,AL,Stimulant,2012
1,10089,1,23,2,4,9,20,9,1,7,AL,No Drugs,2012
1,10089,2,23,2,4,8,96,8,0,7,AL,Not Reported,2012
1,10090,1,69,1,4,0,0,0,1,0,AL,No Drugs,2012
1,10091,1,48,1,4,0,6,0,300,7,AL,Depressant,2012
1,10092,1,26,1,4,1,18,0,1,7,AL,No Drugs,2012
1,10093,1,31,1,4,0,96,0,0,7,AL,Not Reported,2012
1,10093,2,28,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10093,3,21,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10093,4,55,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10093,1,43,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10094,1,22,2,3,1,4,9,997,0,AL,Invalid Id,2012
1,10094,2,20,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10095,1,53,1,4,9,0,9,1,7,AL,No Drugs,2012
1,10096,1,37,1,2,8,0,8,177,0,AL,Narcotic,2012
1,10096,2,37,1,4,8,96,8,0,0,AL,Not Reported,2012
1,10096,3,14,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10096,4,9,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10097,1,26,1,4,0,97,0,997,0,AL,Invalid Id,2012
1,10098,1,30,2,4,0,96,0,0,7,AL,Not Reported,2012
1,10098,2,6,2,4,8,96,8,0,7,AL,Not Reported,2012
1,10099,1,16,2,4,0,96,0,0,7,AL,Not Reported,2012
1,10099,2,998,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10100,1,59,1,4,0,96,0,0,0,AL,Not Reported,2012
1,10101,1,24,1,3,9,0,9,300,0,AL,Depressant,2012
1,10101,2,25,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10101,1,51,1,0,0,0,0,1,0,AL,No Drugs,2012
1,10101,2,50,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10102,1,66,1,4,0,96,0,0,0,AL,Not Reported,2012
1,10103,1,21,2,4,9,96,9,0,7,AL,Not Reported,2012
1,10104,1,57,1,4,9,21,9,1,0,AL,No Drugs,2012
1,10104,1,64,1,0,0,0,0,0,0,AL,Not Reported,2012
1,10105,1,87,1,4,0,96,0,0,0,AL,Not Reported,2012
1,10105,1,40,2,3,0,96,0,0,0,AL,Not Reported,2012
1,10105,2,20,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10105,3,17,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10105,4,17,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10106,1,23,1,4,0,0,0,1,0,AL,No Drugs,2012
1,10106,1,78,1,0,0,0,0,1,0,AL,No Drugs,2012
1,10107,1,64,1,4,9,0,9,189,0,AL,Narcotic,2012
1,10107,1,31,2,2,0,0,0,1,0,AL,No Drugs,2012
1,10108,1,46,1,4,1,96,0,0,0,AL,Not Reported,2012
1,10108,1,27,2,3,0,96,0,0,0,AL,Not Reported,2012
1,10108,2,30,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10108,1,32,2,0,0,96,0,0,0,AL,Not Reported,2012
1,10108,2,10,2,0,8,96,8,0,0,AL,Not Reported,2012
1,10108,3,9,2,0,8,96,8,0,0,AL,Not Reported,2012
1,10109,1,30,1,4,9,14,9,407,7,AL,Stimulant,2012
1,10109,1,38,1,1,9,0,9,998,0,AL,Invalid Id,2012
1,10110,1,43,1,4,0,0,0,1,7,AL,No Drugs,2012
1,10110,1,23,1,2,0,0,0,1,0,AL,No Drugs,2012
1,10110,1,57,2,2,0,96,0,0,0,AL,Not Reported,2012
1,10111,1,39,2,4,1,97,9,997,7,AL,Invalid Id,2012
1,10112,1,52,1,3,1,23,9,1,0,AL,No Drugs,2012
1,10112,2,50,2,4,8,24,8,1,0,AL,No Drugs,2012
1,10113,1,44,1,4,9,0,9,0,7,AL,Not Reported,2012
1,10113,1,21,1,2,0,96,0,0,0,AL,Not Reported,2012
1,10113,2,25,1,4,8,0,8,1,7,AL,No Drugs,2012
1,10114,1,33,1,4,9,0,9,351,7,AL,Depressant,2012
1,10114,2,4,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10115,1,64,1,0,0,0,0,1,0,AL,No Drugs,2012
1,10115,1,18,1,4,9,0,9,1,7,AL,No Drugs,2012
1,10115,2,23,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10116,1,64,2,4,0,0,0,1,0,AL,No Drugs,2012
1,10116,2,32,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10117,1,53,1,4,0,0,0,1,7,AL,No Drugs,2012
1,10117,1,52,1,1,9,0,9,1,0,AL,No Drugs,2012
1,10117,1,44,1,1,0,96,0,0,0,AL,Not Reported,2012
1,10119,1,76,2,4,0,96,0,0,0,AL,Not Reported,2012
1,10119,1,55,1,0,0,0,0,1,0,AL,No Drugs,2012
1,10120,1,51,2,0,0,96,0,0,0,AL,Not Reported,2012
1,10120,1,55,2,3,0,96,0,0,0,AL,Not Reported,2012
1,10120,2,75,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10120,3,75,1,4,8,96,8,0,0,AL,Not Reported,2012
1,10121,1,43,1,3,0,97,1,998,0,AL,Invalid Id,2012
1,10121,1,39,1,4,0,0,0,1,7,AL,No Drugs,2012
1,10122,1,17,1,4,9,0,9,1,0,AL,No Drugs,2012
1,10122,2,16,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10122,3,16,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10122,1,43,1,3,0,96,0,0,0,AL,Not Reported,2012
1,10123,1,49,1,4,9,27,9,351,0,AL,Depressant,2012
1,10124,1,74,1,4,0,96,0,0,0,AL,Not Reported,2012
1,10125,1,21,1,4,9,0,9,167,7,AL,Narcotic,2012
1,10125,2,20,1,9,8,96,8,0,0,AL,Not Reported,2012
1,10125,3,18,2,9,8,96,8,0,0,AL,Not Reported,2012
1,10126,1,65,1,3,0,96,0,0,0,AL,Not Reported,2012
1,10126,2,84,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10126,3,63,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10126,1,19,1,1,0,96,0,0,0,AL,Not Reported,2012
1,10127,1,54,1,4,8,96,8,0,0,AL,Not Reported,2012
1,10128,1,41,1,4,9,19,9,1,7,AL,No Drugs,2012
1,10129,1,25,1,4,9,17,9,300,0,AL,Depressant,2012
1,10130,1,23,2,3,1,0,1,605,0,AL,Cannabinoid,2012
1,10130,2,19,1,4,8,96,8,0,7,AL,Not Reported,2012
1,10130,3,16,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10130,4,21,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10130,1,45,1,3,0,0,0,1,0,AL,No Drugs,2012
1,10131,1,42,1,4,1,97,9,997,7,AL,Invalid Id,2012
1,10132,1,45,2,4,9,0,9,407,0,AL,Stimulant,2012
1,10133,1,67,1,4,0,0,0,1,0,AL,No Drugs,2012
1,10133,2,23,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10134,1,25,1,4,0,96,0,0,7,AL,Not Reported,2012
1,10134,1,72,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10135,1,38,1,3,1,17,9,1,0,AL,No Drugs,2012
1,10135,2,43,1,4,8,27,8,1,7,AL,No Drugs,2012
1,10136,1,33,2,4,1,18,0,1,7,AL,No Drugs,2012
1,10137,1,33,1,4,9,97,1,997,7,AL,Invalid Id,2012
1,10137,1,54,1,1,0,0,0,997,0,AL,Invalid Id,2012
1,10138,1,19,1,4,0,0,0,343,7,AL,Depressant,2012
1,10139,1,77,1,4,0,0,0,1,7,AL,No Drugs,2012
1,10139,1,42,2,3,0,97,0,997,0,AL,Invalid Id,2012
1,10140,1,28,1,2,0,0,0,1,0,AL,No Drugs,2012
1,10140,2,57,1,4,8,96,8,0,0,AL,Not Reported,2012
1,10140,1,24,2,2,0,0,0,1,0,AL,No Drugs,2012
1,10141,1,55,2,3,0,96,0,0,0,AL,Not Reported,2012
1,10141,1,60,2,3,0,96,0,0,0,AL,Not Reported,2012
1,10141,1,50,1,4,0,96,0,0,7,AL,Not Reported,2012
1,10142,1,61,1,4,9,96,9,0,0,AL,Not Reported,2012
1,10142,2,14,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10143,1,43,2,4,9,0,9,1,7,AL,No Drugs,2012
1,10143,2,19,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10143,3,14,2,4,8,0,8,1,7,AL,No Drugs,2012
1,10143,1,23,1,3,0,0,0,1,0,AL,No Drugs,2012
1,10143,2,22,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10143,3,35,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10143,1,28,1,0,0,0,0,605,0,AL,Cannabinoid,2012
1,10144,1,65,2,4,1,29,9,1,7,AL,No Drugs,2012
1,10144,1,65,1,3,0,96,0,0,0,AL,Not Reported,2012
1,10145,1,33,1,0,1,30,9,997,0,AL,Invalid Id,2012
1,10145,2,7,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10145,1,34,1,4,0,0,0,1,0,AL,No Drugs,2012
1,10146,1,30,1,2,0,96,0,0,0,AL,Not Reported,2012
1,10146,2,31,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10146,1,55,2,3,0,96,0,0,0,AL,Not Reported,2012
1,10146,2,80,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10146,3,77,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10147,1,16,1,4,0,0,0,1,7,AL,No Drugs,2012
1,10148,1,34,2,3,0,0,0,1,0,AL,No Drugs,2012
1,10148,2,34,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10148,3,4,2,0,8,96,8,0,0,AL,Not Reported,2012
1,10148,4,11,2,0,8,96,8,0,0,AL,Not Reported,2012
1,10148,1,51,1,4,9,0,9,155,7,AL,Narcotic,2012
1,10148,2,27,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10149,1,19,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10149,1,19,2,3,0,96,0,0,0,AL,Not Reported,2012
1,10149,2,21,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10149,3,1,1,4,8,96,8,0,0,AL,Not Reported,2012
1,10150,1,34,2,4,0,0,0,300,7,AL,Depressant,2012
1,10150,1,25,2,0,0,0,0,1,0,AL,No Drugs,2012
1,10150,2,3,2,0,8,96,8,0,0,AL,Not Reported,2012
1,10151,1,68,2,4,0,0,0,1,0,AL,No Drugs,2012
1,10152,1,21,1,3,9,0,9,177,0,AL,Narcotic,2012
1,10152,2,20,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10152,3,20,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10152,4,20,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10152,5,22,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10152,1,56,1,3,0,0,0,177,0,AL,Narcotic,2012
1,10152,1,47,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10153,1,51,1,4,9,0,9,417,0,AL,Stimulant,2012
1,10153,1,26,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10154,1,47,1,1,0,96,0,0,0,AL,Not Reported,2012
1,10154,1,87,1,4,0,0,0,177,0,AL,Narcotic,2012
1,10154,1,56,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10154,2,998,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10154,1,22,2,0,0,96,0,0,0,AL,Not Reported,2012
1,10154,1,35,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10154,1,34,1,0,0,96,0,0,0,AL,Not Reported,2012
1,10155,1,42,2,1,9,0,1,417,0,AL,Stimulant,2012
1,10155,2,2,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10155,1,69,2,4,9,0,9,1,0,AL,No Drugs,2012
1,10156,1,28,1,4,9,96,9,0,7,AL,Not Reported,2012
1,10157,1,54,1,4,9,23,9,1,0,AL,No Drugs,2012
1,10157,1,26,1,0,8,96,8,0,0,AL,Not Reported,2012
1,10157,1,86,1,0,8,42,8,1,0,AL,No Drugs,2012
1,10158,1,30,1,4,9,0,9,1,7,AL,No Drugs,2012
1,10159,1,53,1,4,0,96,0,0,0,AL,Not Reported,2012
1,10159,1,52,1,0,1,96,9,0,0,AL,Not Reported,2012
1,10160,1,62,1,4,9,96,9,0,0,AL,Not Reported,2012
1,10160,1,24,1,1,0,96,0,0,0,AL,Not Reported,2012
1,10161,1,20,2,4,1,13,1,695,7,AL,Cannabinoid,2012
1,10162,1,26,1,4,1,2,1,189,7,AL,Narcotic,2012
1,10162,1,21,1,4,9,0,9,600,7,AL,Cannabinoid,2012
1,10163,1,16,1,4,0,0,0,1,7,AL,No Drugs,2012
1,10164,1,54,1,2,0,96,9,0,0,AL,Not Reported,2012
1,10164,2,31,2,2,8,96,8,0,0,AL,Not Reported,2012
1,10164,3,42,2,4,8,96,8,0,0,AL,Not Reported,2012
1,10165,1,51,1,3,9,0,9,998,0,AL,Invalid Id,2012
1,10165,2,55,2,4,8,0,8,1,7,AL,No Drugs,2012
1,10165,3,16,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10165,4,44,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10165,5,13,2,3,8,96,8,0,0,AL,Not Reported,2012
1,10165,6,10,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10165,7,48,1,3,8,96,8,0,0,AL,Not Reported,2012
1,10166,1,57,1,0,0,0,0,351,0,AL,Depressant,2012
1,10166,1,59,1,4,0,0,0,600,0,AL,Cannabinoid,2012
1,10167,1,19,1,4,9,96,9,0,0,AL,Not Reported,2012
1,10167,1,38,1,3,9,0,9,177,0,AL,Narcotic,2012
1,10168,1,25,1,2,0,96,0,0,0,AL,Not Reported,2012
1,10168,1,72,1,2,0,96,0,0,0,AL,Not Reported,2012
1,10168,2,71,2,4,8,0,8,177,0,AL,Narcotic,2012
1,10168,1,29,1,2,0,96,0,0,0,AL,Not Reported,2012
1,10169,1,41,1,4,1,0,9,1,7,AL,No Drugs,2012
1,10170,1,51,2,1,0,96,0,0,0,AL,Not Reported,2012
1,10170,1,21,2,2,0,96,0,0,0,AL,Not Reported,2012
1,10170,2,25,1,2,8,96,8,0,0,AL,Not Reported,2012
1,10170,3,21,2,4,8,0,8,1,7,AL,No Drugs,2012
1,10171,1,69,1,4,0,0,0,155,7,AL,Narcotic,2012
