state,state_case,violation_num,violation_desc,state_name,year
1,10097,0,None,AL,2015
1,10098,0,None,AL,2015
1,10099,0,None,AL,2015
1,10101,0,None,AL,2015
1,10102,0,None,AL,2015
1,10103,0,None,AL,2015
1,10104,0,None,AL,2015
1,10104,0,None,AL,2015
1,10105,0,None,AL,2015
1,10106,0,None,AL,2015
1,10107,0,None,AL,2015
1,10107,0,None,AL,2015
1,10108,0,None,AL,2015
1,10108,0,None,AL,2015
1,10109,0,None,AL,2015
1,10109,0,None,AL,2015
1,10109,0,None,AL,2015
1,10110,0,None,AL,2015
1,10111,0,None,AL,2015
1,10112,0,None,AL,2015
1,10113,0,None,AL,2015
1,10114,1,Reckless Driving,AL,2015
1,10114,11,Imparement Offense,AL,2015
1,10114,0,None,AL,2015
1,10115,0,None,AL,2015
1,10116,0,None,AL,2015
1,10116,0,None,AL,2015
1,10117,95,License Violations,AL,2015
1,10117,0,None,AL,2015
1,10118,0,None,AL,2015
1,10119,0,None,AL,2015
1,10119,0,None,AL,2015
1,10120,0,None,AL,2015
1,10120,0,None,AL,2015
1,10121,0,None,AL,2015
1,10121,0,None,AL,2015
1,10122,0,None,AL,2015
1,10123,0,None,AL,2015
1,10123,0,None,AL,2015
1,10124,0,None,AL,2015
1,10125,0,None,AL,2015
1,10126,0,None,AL,2015
1,10126,0,None,AL,2015
1,10127,0,None,AL,2015
1,10127,0,None,AL,2015
1,10128,0,None,AL,2015
1,10129,0,None,AL,2015
1,10129,0,None,AL,2015
1,10130,0,None,AL,2015
1,10130,0,None,AL,2015
1,10131,0,None,AL,2015
1,10132,0,None,AL,2015
1,10132,0,None,AL,2015
1,10133,0,None,AL,2015
1,10133,0,None,AL,2015
1,10134,0,None,AL,2015
1,10134,0,None,AL,2015
1,10135,0,None,AL,2015
1,10135,0,None,AL,2015
1,10135,0,None,AL,2015
1,10136,0,None,AL,2015
1,10137,0,None,AL,2015
1,10138,0,None,AL,2015
1,10138,0,None,AL,2015
1,10138,0,None,AL,2015
1,10139,0,None,AL,2015
1,10139,0,None,AL,2015
1,10139,0,None,AL,2015
1,10140,0,None,AL,2015
1,10140,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10141,0,None,AL,2015
1,10142,0,None,AL,2015
1,10143,0,None,AL,2015
1,10143,0,None,AL,2015
1,10144,0,None,AL,2015
1,10144,72,Non-Moving Violation,AL,2015
1,10145,0,None,AL,2015
1,10145,0,None,AL,2015
1,10146,0,None,AL,2015
1,10146,0,None,AL,2015
1,10146,0,None,AL,2015
1,10147,0,None,AL,2015
1,10147,0,None,AL,2015
1,10148,0,None,AL,2015
1,10149,0,None,AL,2015
1,10150,0,None,AL,2015
1,10150,0,None,AL,2015
1,10151,0,None,AL,2015
1,10152,0,None,AL,2015
1,10152,0,None,AL,2015
1,10153,0,None,AL,2015
1,10153,0,None,AL,2015
1,10153,0,None,AL,2015
1,10153,0,None,AL,2015
1,10153,0,None,AL,2015
1,10154,0,None,AL,2015
1,10155,0,None,AL,2015
1,10155,0,None,AL,2015
1,10156,0,None,AL,2015
1,10157,0,None,AL,2015
1,10157,0,None,AL,2015
1,10158,0,None,AL,2015
1,10158,0,None,AL,2015
1,10159,0,None,AL,2015
1,10160,0,None,AL,2015
1,10161,0,None,AL,2015
1,10161,0,None,AL,2015
1,10162,0,None,AL,2015
1,10163,0,None,AL,2015
1,10163,0,None,AL,2015
1,10164,0,None,AL,2015
1,10165,0,None,AL,2015
1,10165,0,None,AL,2015
1,10166,0,None,AL,2015
1,10167,0,None,AL,2015
1,10168,1,Reckless Driving,AL,2015
1,10168,11,Imparement Offense,AL,2015
1,10169,0,None,AL,2015
1,10169,0,None,AL,2015
1,10170,0,None,AL,2015
1,10170,0,None,AL,2015
1,10171,0,None,AL,2015
1,10171,0,None,AL,2015
1,10172,0,None,AL,2015
1,10172,0,None,AL,2015
1,10173,0,None,AL,2015
1,10173,0,None,AL,2015
1,10174,0,None,AL,2015
1,10174,0,None,AL,2015
1,10175,0,None,AL,2015
1,10176,0,None,AL,2015
1,10177,0,None,AL,2015
1,10177,0,None,AL,2015
1,10178,0,None,AL,2015
1,10179,0,None,AL,2015
1,10179,0,None,AL,2015
1,10180,0,None,AL,2015
1,10180,0,None,AL,2015
1,10180,0,None,AL,2015
1,10181,0,None,AL,2015
1,10182,0,None,AL,2015
1,10182,0,None,AL,2015
1,10183,0,None,AL,2015
1,10184,0,None,AL,2015
1,10185,0,None,AL,2015
1,10186,0,None,AL,2015
1,10187,0,None,AL,2015
1,10188,11,Imparement Offense,AL,2015
1,10188,0,None,AL,2015
1,10189,0,None,AL,2015
1,10189,0,None,AL,2015
1,10190,0,None,AL,2015
1,10190,0,None,AL,2015
1,10191,0,None,AL,2015
1,10192,0,None,AL,2015
1,10193,0,None,AL,2015
1,10193,0,None,AL,2015
1,10194,11,Imparement Offense,AL,2015
1,10194,0,None,AL,2015
1,10195,1,Reckless Driving,AL,2015
1,10195,0,None,AL,2015
1,10196,0,None,AL,2015
1,10197,0,None,AL,2015
1,10197,0,None,AL,2015
1,10198,0,None,AL,2015
1,10198,0,None,AL,2015
1,10199,0,None,AL,2015
1,10199,0,None,AL,2015
1,10200,0,None,AL,2015
1,10200,0,None,AL,2015
1,10201,0,None,AL,2015
1,10202,0,None,AL,2015
1,10202,0,None,AL,2015
1,10203,0,None,AL,2015
1,10203,0,None,AL,2015
1,10204,0,None,AL,2015
1,10205,0,None,AL,2015
1,10206,0,None,AL,2015
1,10207,0,None,AL,2015
1,10207,0,None,AL,2015
1,10208,0,None,AL,2015
1,10209,0,None,AL,2015
1,10209,0,None,AL,2015
1,10210,0,None,AL,2015
1,10211,0,None,AL,2015
1,10211,0,None,AL,2015
1,10212,0,None,AL,2015
1,10213,0,None,AL,2015
1,10213,0,None,AL,2015
1,10214,0,None,AL,2015
1,10214,0,None,AL,2015
1,10215,0,None,AL,2015
1,10216,0,None,AL,2015
1,10217,0,None,AL,2015
1,10218,0,None,AL,2015
1,10218,0,None,AL,2015
1,10219,0,None,AL,2015
1,10219,0,None,AL,2015
1,10220,0,None,AL,2015
1,10221,0,None,AL,2015
1,10222,0,None,AL,2015
1,10222,0,None,AL,2015
1,10223,1,Reckless Driving,AL,2015
1,10223,11,Imparement Offense,AL,2015
1,10223,0,None,AL,2015
1,10224,0,None,AL,2015
1,10225,0,None,AL,2015
1,10225,0,None,AL,2015
1,10226,0,None,AL,2015
1,10227,0,None,AL,2015
1,10228,0,None,AL,2015
1,10229,0,None,AL,2015
1,10229,0,None,AL,2015
1,10230,0,None,AL,2015
1,10231,0,None,AL,2015
1,10232,0,None,AL,2015
1,10233,0,None,AL,2015
1,10234,0,None,AL,2015
1,10235,0,None,AL,2015
1,10236,0,None,AL,2015
1,10237,7,Reckless Driving,AL,2015
1,10238,0,None,AL,2015
1,10239,0,None,AL,2015
1,10240,0,None,AL,2015
1,10241,0,None,AL,2015
1,10241,0,None,AL,2015
1,10242,0,None,AL,2015
1,10243,0,None,AL,2015
1,10244,0,None,AL,2015
1,10244,0,None,AL,2015
1,10245,0,None,AL,2015
1,10246,0,None,AL,2015
1,10247,0,None,AL,2015
1,10248,0,None,AL,2015
1,10249,0,None,AL,2015
1,10250,0,None,AL,2015
1,10250,0,None,AL,2015
1,10251,0,None,AL,2015
1,10251,0,None,AL,2015
1,10252,0,None,AL,2015
1,10252,0,None,AL,2015
1,10253,0,None,AL,2015
1,10253,0,None,AL,2015
1,10254,0,None,AL,2015
1,10255,0,None,AL,2015
1,10256,0,None,AL,2015
1,10257,0,None,AL,2015
1,10258,0,None,AL,2015
1,10258,0,None,AL,2015
1,10259,0,None,AL,2015
1,10259,75,Non-Moving Violation,AL,2015
1,10260,0,None,AL,2015
1,10261,0,None,AL,2015
1,10262,0,None,AL,2015
1,10263,0,None,AL,2015
1,10263,0,None,AL,2015
1,10264,0,None,AL,2015
1,10265,0,None,AL,2015
1,10265,0,None,AL,2015
1,10266,0,None,AL,2015
1,10266,0,None,AL,2015
1,10267,7,Reckless Driving,AL,2015
1,10267,0,None,AL,2015
1,10268,0,None,AL,2015
1,10269,0,None,AL,2015
1,10269,0,None,AL,2015
1,10269,0,None,AL,2015
1,10270,0,None,AL,2015
1,10270,0,None,AL,2015
1,10270,0,None,AL,2015
1,10271,0,None,AL,2015
1,10271,0,None,AL,2015
1,10272,72,Non-Moving Violation,AL,2015
1,10272,0,None,AL,2015
1,10273,0,None,AL,2015
1,10274,0,None,AL,2015
1,10275,0,None,AL,2015
1,10276,0,None,AL,2015
1,10277,0,None,AL,2015
1,10277,0,None,AL,2015
1,10278,0,None,AL,2015
1,10279,0,None,AL,2015
1,10279,0,None,AL,2015
1,10280,0,None,AL,2015
1,10280,0,None,AL,2015
1,10281,0,None,AL,2015
1,10282,99,None,AL,2015
1,10283,7,Reckless Driving,AL,2015
1,10284,0,None,AL,2015
1,10284,0,None,AL,2015
1,10285,0,None,AL,2015
1,10285,0,None,AL,2015
1,10285,0,None,AL,2015
1,10286,0,None,AL,2015
1,10286,0,None,AL,2015
1,10286,0,None,AL,2015
1,10286,0,None,AL,2015
1,10286,0,None,AL,2015
1,10287,0,None,AL,2015
1,10287,0,None,AL,2015
1,10288,0,None,AL,2015
1,10289,0,None,AL,2015
1,10290,0,None,AL,2015
1,10290,0,None,AL,2015
1,10291,0,None,AL,2015
1,10292,0,None,AL,2015
1,10293,0,None,AL,2015
1,10294,0,None,AL,2015
1,10295,0,None,AL,2015
1,10296,0,None,AL,2015
1,10297,0,None,AL,2015
1,10297,0,None,AL,2015
1,10298,0,None,AL,2015
1,10299,0,None,AL,2015
1,10299,0,None,AL,2015
1,10300,0,None,AL,2015
1,10301,0,None,AL,2015
1,10302,0,None,AL,2015
1,10303,0,None,AL,2015
1,10303,71,Non-Moving Violation,AL,2015
1,10304,0,None,AL,2015
1,10304,0,None,AL,2015
1,10304,0,None,AL,2015
1,10305,0,None,AL,2015
1,10306,0,None,AL,2015
1,10306,0,None,AL,2015
1,10307,0,None,AL,2015
1,10308,0,None,AL,2015
1,10308,0,None,AL,2015
1,10308,0,None,AL,2015
1,10309,0,None,AL,2015
1,10309,0,None,AL,2015
1,10310,0,None,AL,2015
1,10311,0,None,AL,2015
1,10312,0,None,AL,2015
1,10313,0,None,AL,2015
1,10314,0,None,AL,2015
1,10314,0,None,AL,2015
1,10315,0,None,AL,2015
1,10316,0,None,AL,2015
1,10317,0,None,AL,2015
1,10317,0,None,AL,2015
1,10318,0,None,AL,2015
1,10319,0,None,AL,2015
1,10319,0,None,AL,2015
1,10320,0,None,AL,2015
1,10320,0,None,AL,2015
1,10320,0,None,AL,2015
1,10321,0,None,AL,2015
1,10321,0,None,AL,2015
1,10322,0,None,AL,2015
1,10322,0,None,AL,2015
1,10323,0,None,AL,2015
1,10324,0,None,AL,2015
1,10324,0,None,AL,2015
1,10325,0,None,AL,2015
1,10326,0,None,AL,2015
1,10327,0,None,AL,2015
1,10328,0,None,AL,2015
1,10329,0,None,AL,2015
1,10329,0,None,AL,2015
1,10330,0,None,AL,2015
1,10330,0,None,AL,2015
1,10331,0,None,AL,2015
1,10332,0,None,AL,2015
1,10332,0,None,AL,2015
1,10333,0,None,AL,2015
1,10333,0,None,AL,2015
1,10334,0,None,AL,2015
1,10335,0,None,AL,2015
1,10336,0,None,AL,2015
1,10337,0,None,AL,2015
1,10337,0,None,AL,2015
1,10338,0,None,AL,2015
1,10339,0,None,AL,2015
1,10339,0,None,AL,2015
1,10340,0,None,AL,2015
1,10341,0,None,AL,2015
1,10342,0,None,AL,2015
1,10342,0,None,AL,2015
1,10342,0,None,AL,2015
1,10343,0,None,AL,2015
1,10343,0,None,AL,2015
1,10343,0,None,AL,2015
1,10343,0,None,AL,2015
1,10343,0,None,AL,2015
1,10343,0,None,AL,2015
1,10343,0,None,AL,2015
1,10344,0,None,AL,2015
1,10344,0,None,AL,2015
1,10345,0,None,AL,2015
1,10346,0,None,AL,2015
1,10347,0,None,AL,2015
1,10347,0,None,AL,2015
1,10348,0,None,AL,2015
1,10348,0,None,AL,2015
1,10349,0,None,AL,2015
1,10349,0,None,AL,2015
1,10350,0,None,AL,2015
1,10350,0,None,AL,2015
1,10351,0,None,AL,2015
1,10352,0,None,AL,2015
1,10352,0,None,AL,2015
1,10353,0,None,AL,2015
1,10353,0,None,AL,2015
1,10354,0,None,AL,2015
1,10355,0,None,AL,2015
1,10356,0,None,AL,2015
1,10356,0,None,AL,2015
1,10356,0,None,AL,2015
1,10357,0,None,AL,2015
1,10358,0,None,AL,2015
1,10359,0,None,AL,2015
1,10359,0,None,AL,2015
1,10360,0,None,AL,2015
1,10360,0,None,AL,2015
1,10361,0,None,AL,2015
1,10362,0,None,AL,2015
1,10363,0,None,AL,2015
1,10364,0,None,AL,2015
1,10364,0,None,AL,2015
1,10365,0,None,AL,2015
1,10366,0,None,AL,2015
1,10367,0,None,AL,2015
1,10368,0,None,AL,2015
1,10368,0,None,AL,2015
1,10369,0,None,AL,2015
1,10370,0,None,AL,2015
1,10370,0,None,AL,2015
1,10371,0,None,AL,2015
1,10371,0,None,AL,2015
1,10372,0,None,AL,2015
1,10372,11,Imparement Offense,AL,2015
1,10373,0,None,AL,2015
1,10373,0,None,AL,2015
1,10374,0,None,AL,2015
1,10374,0,None,AL,2015
1,10375,0,None,AL,2015
1,10376,0,None,AL,2015
1,10377,0,None,AL,2015
1,10377,0,None,AL,2015
1,10378,0,None,AL,2015
1,10379,0,None,AL,2015
1,10380,0,None,AL,2015
1,10381,0,None,AL,2015
1,10382,0,None,AL,2015
1,10383,0,None,AL,2015
1,10384,0,None,AL,2015
1,10384,0,None,AL,2015
1,10384,0,None,AL,2015
1,10385,0,None,AL,2015
1,10385,0,None,AL,2015
1,10386,0,None,AL,2015
1,10386,0,None,AL,2015
1,10386,0,None,AL,2015
1,10387,0,None,AL,2015
1,10387,0,None,AL,2015
1,10388,0,None,AL,2015
1,10389,0,None,AL,2015
1,10389,0,None,AL,2015
1,10390,0,None,AL,2015
1,10391,0,None,AL,2015
1,10391,0,None,AL,2015
1,10392,0,None,AL,2015
1,10393,0,None,AL,2015
1,10393,0,None,AL,2015
1,10394,0,None,AL,2015
1,10395,0,None,AL,2015
1,10395,0,None,AL,2015
1,10396,0,None,AL,2015
1,10397,0,None,AL,2015
1,10397,0,None,AL,2015
1,10398,1,Reckless Driving,AL,2015
1,10398,11,Imparement Offense,AL,2015
1,10399,0,None,AL,2015
1,10400,0,None,AL,2015
1,10400,0,None,AL,2015
1,10401,0,None,AL,2015
1,10401,0,None,AL,2015
1,10402,0,None,AL,2015
1,10403,0,None,AL,2015
1,10403,0,None,AL,2015
1,10404,0,None,AL,2015
1,10405,0,None,AL,2015
1,10405,0,None,AL,2015
1,10406,0,None,AL,2015
1,10407,0,None,AL,2015
1,10408,0,None,AL,2015
1,10409,0,None,AL,2015
1,10409,0,None,AL,2015
1,10410,0,None,AL,2015
1,10410,0,None,AL,2015
1,10411,0,None,AL,2015
1,10411,0,None,AL,2015
1,10412,0,None,AL,2015
1,10413,0,None,AL,2015
1,10414,0,None,AL,2015
1,10415,0,None,AL,2015
1,10416,0,None,AL,2015
1,10416,0,None,AL,2015
1,10417,0,None,AL,2015
1,10418,0,None,AL,2015
1,10418,0,None,AL,2015
1,10419,0,None,AL,2015
1,10419,0,None,AL,2015
1,10420,0,None,AL,2015
1,10420,0,None,AL,2015
1,10421,0,None,AL,2015
1,10421,0,None,AL,2015
1,10422,0,None,AL,2015
1,10423,0,None,AL,2015
1,10423,0,None,AL,2015
1,10424,0,None,AL,2015
1,10425,0,None,AL,2015
1,10425,0,None,AL,2015
1,10426,0,None,AL,2015
1,10427,0,None,AL,2015
1,10428,0,None,AL,2015
1,10429,7,Reckless Driving,AL,2015
1,10430,0,None,AL,2015
1,10431,0,None,AL,2015
1,10432,0,None,AL,2015
1,10433,0,None,AL,2015
1,10434,0,None,AL,2015
1,10435,0,None,AL,2015
1,10436,0,None,AL,2015
1,10437,0,None,AL,2015
1,10438,0,None,AL,2015
1,10438,0,None,AL,2015
1,10439,0,None,AL,2015
1,10440,0,None,AL,2015
1,10440,0,None,AL,2015
1,10440,0,None,AL,2015
1,10441,0,None,AL,2015
1,10441,0,None,AL,2015
1,10442,1,Reckless Driving,AL,2015
1,10443,0,None,AL,2015
1,10444,0,None,AL,2015
1,10445,0,None,AL,2015
1,10446,0,None,AL,2015
1,10447,0,None,AL,2015
1,10448,0,None,AL,2015
1,10449,0,None,AL,2015
1,10450,0,None,AL,2015
1,10450,0,None,AL,2015
1,10451,0,None,AL,2015
1,10451,0,None,AL,2015
1,10451,0,None,AL,2015
1,10452,0,None,AL,2015
1,10453,0,None,AL,2015
1,10454,0,None,AL,2015
1,10454,0,None,AL,2015
1,10455,0,None,AL,2015
1,10456,0,None,AL,2015
1,10457,0,None,AL,2015
1,10458,0,None,AL,2015
1,10459,0,None,AL,2015
1,10460,0,None,AL,2015
1,10460,0,None,AL,2015
1,10461,0,None,AL,2015
1,10462,0,None,AL,2015
1,10463,0,None,AL,2015
1,10463,0,None,AL,2015
1,10464,0,None,AL,2015
1,10464,0,None,AL,2015
1,10465,0,None,AL,2015
1,10466,0,None,AL,2015
1,10466,0,None,AL,2015
1,10467,0,None,AL,2015
1,10467,0,None,AL,2015
1,10468,7,Reckless Driving,AL,2015
1,10469,0,None,AL,2015
1,10469,0,None,AL,2015
1,10470,0,None,AL,2015
1,10471,0,None,AL,2015
1,10472,0,None,AL,2015
1,10472,0,None,AL,2015
1,10473,0,None,AL,2015
1,10473,0,None,AL,2015
1,10474,0,None,AL,2015
1,10474,0,None,AL,2015
1,10475,0,None,AL,2015
1,10476,0,None,AL,2015
1,10477,0,None,AL,2015
1,10478,0,None,AL,2015
1,10478,0,None,AL,2015
1,10479,0,None,AL,2015
1,10480,0,None,AL,2015
1,10481,0,None,AL,2015
1,10482,0,None,AL,2015
1,10483,0,None,AL,2015
1,10483,0,None,AL,2015
1,10484,0,None,AL,2015
1,10484,0,None,AL,2015
1,10484,0,None,AL,2015
1,10485,0,None,AL,2015
1,10486,0,None,AL,2015
1,10486,0,None,AL,2015
1,10487,0,None,AL,2015
1,10488,0,None,AL,2015
1,10489,0,None,AL,2015
1,10490,0,None,AL,2015
1,10490,0,None,AL,2015
1,10491,0,None,AL,2015
1,10491,0,None,AL,2015
1,10492,0,None,AL,2015
1,10493,0,None,AL,2015
1,10494,0,None,AL,2015
1,10494,0,None,AL,2015
1,10495,0,None,AL,2015
1,10496,0,None,AL,2015
1,10497,0,None,AL,2015
1,10497,0,None,AL,2015
1,10498,0,None,AL,2015
1,10499,0,None,AL,2015
1,10499,0,None,AL,2015
1,10500,0,None,AL,2015
1,10501,7,Reckless Driving,AL,2015
1,10501,0,None,AL,2015
1,10502,0,None,AL,2015
1,10502,0,None,AL,2015
1,10503,0,None,AL,2015
1,10503,0,None,AL,2015
1,10504,0,None,AL,2015
1,10505,0,None,AL,2015
1,10505,0,None,AL,2015
1,10506,0,None,AL,2015
1,10507,0,None,AL,2015
1,10507,0,None,AL,2015
1,10508,0,None,AL,2015
1,10509,0,None,AL,2015
1,10509,0,None,AL,2015
1,10510,0,None,AL,2015
1,10511,0,None,AL,2015
1,10512,0,None,AL,2015
1,10513,0,None,AL,2015
1,10513,0,None,AL,2015
1,10514,0,None,AL,2015
1,10515,0,None,AL,2015
1,10516,0,None,AL,2015
1,10516,0,None,AL,2015
1,10517,0,None,AL,2015
1,10518,0,None,AL,2015
1,10519,0,None,AL,2015
1,10520,0,None,AL,2015
1,10521,0,None,AL,2015
1,10521,0,None,AL,2015
1,10522,0,None,AL,2015
1,10522,0,None,AL,2015
1,10522,0,None,AL,2015
1,10523,0,None,AL,2015
1,10524,0,None,AL,2015
1,10525,0,None,AL,2015
1,10525,0,None,AL,2015
1,10526,0,None,AL,2015
1,10527,0,None,AL,2015
1,10528,0,None,AL,2015
1,10529,0,None,AL,2015
1,10530,0,None,AL,2015
1,10530,0,None,AL,2015
1,10531,0,None,AL,2015
1,10532,0,None,AL,2015
1,10532,0,None,AL,2015
1,10533,0,None,AL,2015
1,10534,0,None,AL,2015
1,10534,0,None,AL,2015
1,10535,0,None,AL,2015
1,10535,0,None,AL,2015
1,10536,0,None,AL,2015
1,10537,0,None,AL,2015
1,10537,0,None,AL,2015
1,10537,0,None,AL,2015
1,10538,0,None,AL,2015
1,10538,0,None,AL,2015
1,10539,0,None,AL,2015
1,10539,0,None,AL,2015
1,10540,0,None,AL,2015
1,10541,0,None,AL,2015
1,10542,0,None,AL,2015
1,10543,7,Reckless Driving,AL,2015
1,10544,0,None,AL,2015
1,10544,0,None,AL,2015
1,10545,0,None,AL,2015
1,10545,0,None,AL,2015
1,10546,0,None,AL,2015
1,10546,0,None,AL,2015
1,10547,0,None,AL,2015
1,10548,0,None,AL,2015
1,10548,0,None,AL,2015
1,10549,0,None,AL,2015
1,10549,0,None,AL,2015
1,10549,0,None,AL,2015
1,10549,0,None,AL,2015
1,10550,0,None,AL,2015
1,10551,0,None,AL,2015
1,10552,0,None,AL,2015
1,10553,0,None,AL,2015
1,10553,0,None,AL,2015
1,10554,0,None,AL,2015
1,10554,0,None,AL,2015
1,10555,0,None,AL,2015
1,10556,0,None,AL,2015
1,10557,0,None,AL,2015
1,10558,0,None,AL,2015
1,10559,0,None,AL,2015
1,10560,0,None,AL,2015
1,10560,0,None,AL,2015
1,10561,0,None,AL,2015
1,10562,0,None,AL,2015
1,10562,0,None,AL,2015
1,10562,0,None,AL,2015
1,10563,0,None,AL,2015
1,10564,0,None,AL,2015
1,10565,0,None,AL,2015
1,10566,0,None,AL,2015
1,10567,0,None,AL,2015
1,10567,0,None,AL,2015
1,10568,0,None,AL,2015
1,10569,0,None,AL,2015
1,10570,0,None,AL,2015
1,10570,0,None,AL,2015
1,10571,0,None,AL,2015
1,10571,0,None,AL,2015
1,10572,0,None,AL,2015
1,10573,0,None,AL,2015
1,10574,0,None,AL,2015
1,10575,0,None,AL,2015
1,10576,0,None,AL,2015
1,10577,0,None,AL,2015
1,10577,0,None,AL,2015
1,10578,0,None,AL,2015
1,10578,0,None,AL,2015
1,10579,0,None,AL,2015
1,10580,0,None,AL,2015
1,10580,0,None,AL,2015
1,10581,0,None,AL,2015
1,10582,0,None,AL,2015
1,10583,0,None,AL,2015
1,10583,0,None,AL,2015
1,10584,1,Reckless Driving,AL,2015
1,10584,5,Reckless Driving,AL,2015
1,10584,7,Reckless Driving,AL,2015
1,10584,0,None,AL,2015
1,10585,0,None,AL,2015
1,10586,0,None,AL,2015
1,10587,0,None,AL,2015
1,10588,0,None,AL,2015
1,10588,0,None,AL,2015
1,10589,0,None,AL,2015
1,10590,0,None,AL,2015
1,10591,0,None,AL,2015
1,10592,0,None,AL,2015
1,10592,0,None,AL,2015
1,10593,0,None,AL,2015
1,10594,0,None,AL,2015
1,10594,0,None,AL,2015
1,10595,0,None,AL,2015
1,10595,0,None,AL,2015
1,10596,0,None,AL,2015
